Date,Sunrise,Sunset,Location
13/03/2024,06:28:00,18:16:00,Padua
14/03/2024,06:26:00,18:18:00,Padua
15/03/2024,06:24:00,18:19:00,Padua
16/03/2024,06:23:00,18:20:00,Padua
17/03/2024,06:21:00,18:21:00,Padua
18/03/2024,06:19:00,18:23:00,Padua
19/03/2024,06:17:00,18:24:00,Padua
20/03/2024,06:15:00,18:25:00,Padua
21/03/2024,06:13:00,18:27:00,Padua
22/03/2024,06:11:00,18:28:00,Padua
23/03/2024,06:09:00,18:29:00,Padua
24/03/2024,06:07:00,18:31:00,Padua
25/03/2024,06:05:00,18:32:00,Padua
26/03/2024,06:04:00,18:33:00,Padua
27/03/2024,06:02:00,18:35:00,Padua
28/03/2024,06:00:00,18:36:00,Padua
29/03/2024,05:58:00,18:37:00,Padua
30/03/2024,05:56:00,18:38:00,Padua
31/03/2024,05:54:00,18:40:00,Padua
01/04/2024,05:52:00,18:41:00,Padua
02/04/2024,05:50:00,18:42:00,Padua
03/04/2024,05:49:00,18:44:00,Padua
04/04/2024,05:47:00,18:45:00,Padua
05/04/2024,05:45:00,18:46:00,Padua
06/04/2024,05:43:00,18:47:00,Padua
07/04/2024,05:41:00,18:49:00,Padua
08/04/2024,05:39:00,18:50:00,Padua
09/04/2024,05:37:00,18:51:00,Padua
10/04/2024,05:36:00,18:53:00,Padua
11/04/2024,05:34:00,18:54:00,Padua
12/04/2024,05:32:00,18:55:00,Padua
13/04/2024,05:30:00,18:56:00,Padua
14/04/2024,05:28:00,18:58:00,Padua
15/04/2024,05:27:00,18:59:00,Padua
16/04/2024,05:25:00,19:00:00,Padua
17/04/2024,05:23:00,19:02:00,Padua
18/04/2024,05:21:00,19:03:00,Padua
19/04/2024,05:20:00,19:04:00,Padua
20/04/2024,05:18:00,19:05:00,Padua
21/04/2024,05:16:00,19:07:00,Padua
22/04/2024,05:15:00,19:08:00,Padua
23/04/2024,05:13:00,19:09:00,Padua
24/04/2024,05:11:00,19:11:00,Padua
25/04/2024,05:10:00,19:12:00,Padua
26/04/2024,05:08:00,19:13:00,Padua
27/04/2024,05:07:00,19:14:00,Padua
28/04/2024,05:05:00,19:16:00,Padua
29/04/2024,05:03:00,19:17:00,Padua
30/04/2024,05:02:00,19:18:00,Padua
31/04/2024,,,Padua
01/05/2024,05:00:00,19:19:00,Padua
02/05/2024,04:59:00,19:21:00,Padua
03/05/2024,04:57:00,19:22:00,Padua
04/05/2024,04:56:00,19:23:00,Padua
05/05/2024,04:55:00,19:24:00,Padua
06/05/2024,04:53:00,19:26:00,Padua
07/05/2024,04:52:00,19:27:00,Padua
08/05/2024,04:51:00,19:28:00,Padua
09/05/2024,04:49:00,19:29:00,Padua
10/05/2024,04:48:00,19:31:00,Padua
11/05/2024,04:47:00,19:32:00,Padua
12/05/2024,04:45:00,19:33:00,Padua
13/05/2024,04:44:00,19:34:00,Padua
14/05/2024,04:43:00,19:35:00,Padua
15/05/2024,04:42:00,19:37:00,Padua
16/05/2024,04:41:00,19:38:00,Padua
17/05/2024,04:40:00,19:39:00,Padua
18/05/2024,04:39:00,19:40:00,Padua
19/05/2024,04:38:00,19:41:00,Padua
20/05/2024,04:37:00,19:42:00,Padua
21/05/2024,04:36:00,19:43:00,Padua
22/05/2024,04:35:00,19:44:00,Padua
23/05/2024,04:34:00,19:45:00,Padua
24/05/2024,04:33:00,19:46:00,Padua
25/05/2024,04:32:00,19:47:00,Padua
26/05/2024,04:31:00,19:48:00,Padua
27/05/2024,04:31:00,19:49:00,Padua
28/05/2024,04:30:00,19:50:00,Padua
29/05/2024,04:29:00,19:51:00,Padua
30/05/2024,04:29:00,19:52:00,Padua
31/05/2024,04:28:00,19:53:00,Padua
01/06/2024,04:27:00,19:54:00,Padua
02/06/2024,04:27:00,19:55:00,Padua
03/06/2024,04:26:00,19:55:00,Padua
04/06/2024,04:26:00,19:56:00,Padua
05/06/2024,04:26:00,19:57:00,Padua
06/06/2024,04:25:00,19:58:00,Padua
07/06/2024,04:25:00,19:58:00,Padua
08/06/2024,04:25:00,19:59:00,Padua
09/06/2024,04:24:00,20:00:00,Padua
10/06/2024,04:24:00,20:00:00,Padua
11/06/2024,04:24:00,20:01:00,Padua
12/06/2024,04:24:00,20:01:00,Padua
13/06/2024,04:24:00,20:02:00,Padua
14/06/2024,04:24:00,20:02:00,Padua
15/06/2024,04:24:00,20:03:00,Padua
16/06/2024,04:24:00,20:03:00,Padua
17/06/2024,04:24:00,20:03:00,Padua
18/06/2024,04:24:00,20:04:00,Padua
19/06/2024,04:24:00,20:04:00,Padua
20/06/2024,04:24:00,20:04:00,Padua
21/06/2024,04:24:00,20:05:00,Padua
22/06/2024,04:24:00,20:05:00,Padua
23/06/2024,04:25:00,20:05:00,Padua
24/06/2024,04:25:00,20:05:00,Padua
25/06/2024,04:25:00,20:05:00,Padua
26/06/2024,04:26:00,20:05:00,Padua
27/06/2024,04:26:00,20:05:00,Padua
28/06/2024,04:27:00,20:05:00,Padua
29/06/2024,04:27:00,20:05:00,Padua
30/06/2024,04:28:00,20:05:00,Padua
31/06/2024,,,Padua
01/07/2024,04:28:00,20:04:00,Padua
02/07/2024,04:29:00,20:04:00,Padua
03/07/2024,04:30:00,20:04:00,Padua
04/07/2024,04:30:00,20:04:00,Padua
05/07/2024,04:31:00,20:03:00,Padua
06/07/2024,04:32:00,20:03:00,Padua
07/07/2024,04:32:00,20:02:00,Padua
08/07/2024,04:33:00,20:02:00,Padua
09/07/2024,04:34:00,20:01:00,Padua
10/07/2024,04:35:00,20:01:00,Padua
11/07/2024,04:35:00,20:00:00,Padua
12/07/2024,04:36:00,20:00:00,Padua
13/07/2024,04:37:00,19:59:00,Padua
14/07/2024,04:38:00,19:58:00,Padua
15/07/2024,04:39:00,19:58:00,Padua
16/07/2024,04:40:00,19:57:00,Padua
17/07/2024,04:41:00,19:56:00,Padua
18/07/2024,04:42:00,19:55:00,Padua
19/07/2024,04:43:00,19:54:00,Padua
20/07/2024,04:44:00,19:53:00,Padua
21/07/2024,04:45:00,19:52:00,Padua
22/07/2024,04:46:00,19:51:00,Padua
23/07/2024,04:47:00,19:50:00,Padua
24/07/2024,04:48:00,19:49:00,Padua
25/07/2024,04:49:00,19:48:00,Padua
26/07/2024,04:50:00,19:47:00,Padua
27/07/2024,04:51:00,19:46:00,Padua
28/07/2024,04:53:00,19:45:00,Padua
29/07/2024,04:54:00,19:44:00,Padua
30/07/2024,04:55:00,19:42:00,Padua
31/07/2024,04:56:00,19:41:00,Padua
01/08/2024,04:57:00,19:40:00,Padua
02/08/2024,04:58:00,19:38:00,Padua
03/08/2024,04:59:00,19:37:00,Padua
04/08/2024,05:01:00,19:36:00,Padua
05/08/2024,05:02:00,19:34:00,Padua
06/08/2024,05:03:00,19:33:00,Padua
07/08/2024,05:04:00,19:31:00,Padua
08/08/2024,05:05:00,19:30:00,Padua
09/08/2024,05:07:00,19:29:00,Padua
10/08/2024,05:08:00,19:27:00,Padua
11/08/2024,05:09:00,19:25:00,Padua
12/08/2024,05:10:00,19:24:00,Padua
13/08/2024,05:11:00,19:22:00,Padua
14/08/2024,05:13:00,19:21:00,Padua
15/08/2024,05:14:00,19:19:00,Padua
16/08/2024,05:15:00,19:18:00,Padua
17/08/2024,05:16:00,19:16:00,Padua
18/08/2024,05:17:00,19:14:00,Padua
19/08/2024,05:19:00,19:13:00,Padua
20/08/2024,05:20:00,19:11:00,Padua
21/08/2024,05:21:00,19:09:00,Padua
22/08/2024,05:22:00,19:07:00,Padua
23/08/2024,05:23:00,19:06:00,Padua
24/08/2024,05:25:00,19:04:00,Padua
25/08/2024,05:26:00,19:02:00,Padua
26/08/2024,05:27:00,19:00:00,Padua
27/08/2024,05:28:00,18:59:00,Padua
28/08/2024,05:30:00,18:57:00,Padua
29/08/2024,05:31:00,18:55:00,Padua
30/08/2024,05:32:00,18:53:00,Padua
31/08/2024,05:33:00,18:51:00,Padua
01/09/2024,05:34:00,18:49:00,Padua
02/09/2024,05:36:00,18:48:00,Padua
03/09/2024,05:37:00,18:46:00,Padua
04/09/2024,05:38:00,18:44:00,Padua
05/09/2024,05:39:00,18:42:00,Padua
06/09/2024,05:40:00,18:40:00,Padua
07/09/2024,05:42:00,18:38:00,Padua
08/09/2024,05:43:00,18:36:00,Padua
09/09/2024,05:44:00,18:34:00,Padua
10/09/2024,05:45:00,18:32:00,Padua
11/09/2024,05:47:00,18:31:00,Padua
12/09/2024,05:48:00,18:29:00,Padua
13/09/2024,05:49:00,18:27:00,Padua
14/09/2024,05:50:00,18:25:00,Padua
15/09/2024,05:51:00,18:23:00,Padua
16/09/2024,05:53:00,18:21:00,Padua
17/09/2024,05:54:00,18:19:00,Padua
18/09/2024,05:55:00,18:17:00,Padua
19/09/2024,05:56:00,18:15:00,Padua
20/09/2024,05:57:00,18:13:00,Padua
21/09/2024,05:59:00,18:11:00,Padua
22/09/2024,06:00:00,18:09:00,Padua
23/09/2024,06:01:00,18:07:00,Padua
24/09/2024,06:02:00,18:06:00,Padua
25/09/2024,06:04:00,18:04:00,Padua
26/09/2024,06:05:00,18:02:00,Padua
27/09/2024,06:06:00,18:00:00,Padua
28/09/2024,06:07:00,17:58:00,Padua
29/09/2024,06:09:00,17:56:00,Padua
30/09/2024,06:10:00,17:54:00,Padua
31/09/2024,,,Padua
01/10/2024,06:11:00,17:52:00,Padua
02/10/2024,06:12:00,17:50:00,Padua
03/10/2024,06:14:00,17:48:00,Padua
04/10/2024,06:15:00,17:47:00,Padua
05/10/2024,06:16:00,17:45:00,Padua
06/10/2024,06:17:00,17:43:00,Padua
07/10/2024,06:19:00,17:41:00,Padua
08/10/2024,06:20:00,17:39:00,Padua
09/10/2024,06:21:00,17:37:00,Padua
10/10/2024,06:23:00,17:35:00,Padua
11/10/2024,06:24:00,17:34:00,Padua
12/10/2024,06:25:00,17:32:00,Padua
13/10/2024,06:26:00,17:30:00,Padua
14/10/2024,06:28:00,17:28:00,Padua
15/10/2024,06:29:00,17:27:00,Padua
16/10/2024,06:30:00,17:25:00,Padua
17/10/2024,06:32:00,17:23:00,Padua
18/10/2024,06:33:00,17:21:00,Padua
19/10/2024,06:34:00,17:20:00,Padua
20/10/2024,06:36:00,17:18:00,Padua
21/10/2024,06:37:00,17:16:00,Padua
22/10/2024,06:38:00,17:15:00,Padua
23/10/2024,06:40:00,17:13:00,Padua
24/10/2024,06:41:00,17:11:00,Padua
25/10/2024,06:43:00,17:10:00,Padua
26/10/2024,06:44:00,17:08:00,Padua
27/10/2024,06:45:00,17:07:00,Padua
28/10/2024,06:47:00,17:05:00,Padua
29/10/2024,06:48:00,17:04:00,Padua
30/10/2024,06:49:00,17:02:00,Padua
31/10/2024,06:51:00,17:01:00,Padua
01/11/2024,16:52:00,16:59:00,Padua
02/11/2024,16:54:00,16:58:00,Padua
03/11/2024,06:55:00,16:56:00,Padua
04/11/2024,06:56:00,16:55:00,Padua
05/11/2024,06:58:00,16:54:00,Padua
06/11/2024,06:59:00,16:53:00,Padua
07/11/2024,07:01:00,16:51:00,Padua
08/11/2024,07:02:00,16:50:00,Padua
09/11/2024,07:03:00,16:49:00,Padua
10/11/2024,07:05:00,16:48:00,Padua
11/11/2024,07:06:00,16:46:00,Padua
12/11/2024,07:08:00,16:45:00,Padua
13/11/2024,07:09:00,16:44:00,Padua
14/11/2024,07:10:00,16:43:00,Padua
15/11/2024,07:12:00,16:42:00,Padua
16/11/2024,07:13:00,16:41:00,Padua
17/11/2024,07:14:00,16:40:00,Padua
18/11/2024,07:16:00,16:39:00,Padua
19/11/2024,07:17:00,16:38:00,Padua
20/11/2024,07:18:00,16:38:00,Padua
21/11/2024,07:20:00,16:37:00,Padua
22/11/2024,07:21:00,16:36:00,Padua
23/11/2024,07:22:00,16:35:00,Padua
24/11/2024,07:24:00,16:35:00,Padua
25/11/2024,07:25:00,16:34:00,Padua
26/11/2024,07:26:00,16:33:00,Padua
27/11/2024,07:27:00,16:33:00,Padua
28/11/2024,07:29:00,16:32:00,Padua
29/11/2024,07:30:00,16:32:00,Padua
30/11/2024,07:31:00,16:31:00,Padua
31/11/2024,,,Padua
01/12/2024,07:32:00,16:31:00,Padua
02/12/2024,07:33:00,16:31:00,Padua
03/12/2024,07:34:00,16:30:00,Padua
04/12/2024,07:35:00,16:30:00,Padua
05/12/2024,07:37:00,16:30:00,Padua
06/12/2024,07:38:00,16:30:00,Padua
07/12/2024,07:39:00,16:29:00,Padua
08/12/2024,07:40:00,16:29:00,Padua
09/12/2024,07:41:00,16:29:00,Padua
10/12/2024,07:41:00,16:29:00,Padua
11/12/2024,07:42:00,16:29:00,Padua
12/12/2024,07:43:00,16:29:00,Padua
13/12/2024,07:44:00,16:30:00,Padua
14/12/2024,07:45:00,16:30:00,Padua
15/12/2024,07:46:00,16:30:00,Padua
16/12/2024,07:46:00,16:30:00,Padua
17/12/2024,07:47:00,16:31:00,Padua
18/12/2024,07:48:00,16:31:00,Padua
19/12/2024,07:48:00,16:31:00,Padua
20/12/2024,07:49:00,16:32:00,Padua
21/12/2024,07:49:00,16:32:00,Padua
22/12/2024,07:50:00,16:33:00,Padua
23/12/2024,07:50:00,16:33:00,Padua
24/12/2024,07:51:00,16:34:00,Padua
25/12/2024,07:51:00,16:35:00,Padua
26/12/2024,07:51:00,16:35:00,Padua
27/12/2024,07:52:00,16:36:00,Padua
28/12/2024,07:52:00,16:37:00,Padua
29/12/2024,07:52:00,16:38:00,Padua
30/12/2024,07:52:00,16:38:00,Padua
31/12/2024,07:52:00,16:39:00,Padua
